,Date,cleaned_tweets,sentiment
193,23/06/2020,$CBL BOTTOM getting loaded  AFTERHOURS! BOUNCING! .65 break? $xrp $btc $spy $tsla $msft $goog $ba $fb $amd $v $qcomâ€¦ https://t.co/LOVRMkgwgM,1
194,23/06/2020,@UFDisciple I had the same issue with MSFT saying I violated ToS of Live account losing all my digital games videoâ€¦ https://t.co/PqnlyoS721,-1
195,23/06/2020,$MSFT climbed for the 15th day of 20 breaking a new historic high of $203.95 settling +0.7% to $201.91.â€¦ https://t.co/WBCU82SpRZ,1
196,23/06/2020,Bob Kroll: Floyd video did 'look and sound ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/5QiiJSXGwt,1
197,23/06/2020,@adhall_msft You donâ€™t know what warm is. My pool hit 37c today,-1
198,23/06/2020,@iuliangulea Thank you for clarifying. You can learn how to update your Outlook here: https://t.co/kRXJAdw6qD,1
199,23/06/2020,@steskalj Hi there John! There's an idea to have this available in the future that we'd like you to upvote and comâ€¦ https://t.co/I5xNgvGdRJ,1
200,23/06/2020,@sjvn @ZDNet @Microsoft @Apple I feel desperately sad for the billions of poor naÃ¯ve people whose digital existencâ€¦ https://t.co/YEnNulpn7Q,-1
201,23/06/2020,Whatâ€™s your current favorite sector?$INSG $DLOC $FIVG $ROKU $SHOP $ZM $AAPL $MSFT $MARK $GNUS $NKLA $TSLA $ADOM $SHLL $KTOV $BIOC $VBIV,1
202,23/06/2020,@Sturgeons_Law @MSFT__Incel Man that's kind of grim,-1
203,23/06/2020,Helen Behm HR Manager of Spinnaker Software writes about working with Microsoft MVP @tracyvds to lead a digital lâ€¦ https://t.co/f60csVGc8z,1
204,23/06/2020,Tuesday's Top Flow in #technology sector Buy Flow &amp; Sell Flow $AAPL $FB $CSCO $INTC $GOOG $AMAT $QCOM $CRM $TXNâ€¦ https://t.co/CIM5YaIbML,1
205,23/06/2020,@MSFT__Incel Some polling I've seen suggests most people know Biden is in cognitive decline and most of the non-Repâ€¦ https://t.co/mQ0STLciTK,1
206,23/06/2020,Does anyone think that the FAANG stocks are eerily similar to the 2000 Fantastic Four? EMCCSCOMSFT and DELL.â€¦ https://t.co/QcJyOxBB6h,1
207,23/06/2020,Are you a workplace diversity champion? @2point19â€™s Champion Award nominations are open. Thousands of female profesâ€¦ https://t.co/UmknS17Dqg,1
208,23/06/2020,Join us for #MSInspire a global digital event of learning and networking with your #MSPartner community.Registerâ€¦ https://t.co/8KJ2EPwTmQ,1
209,23/06/2020,$AAPL Everybody prefer Apple over $MSFT these days. And that Reptilian who wants to charge for Fake Vaccine Prison 2020 ðŸ¤«ðŸ’¹ðŸ’µ,-1
210,23/06/2020,Protesters fail to bring down Andrew Jackson ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/dshFgbv7k3,-1
211,23/06/2020,Tuesday's Top Flow in S&amp;P 500 #SP500 Buy Flow and Sell Flow $AMZN $AAPL $NFLX $NEM $CSCO $INTC $GOOG $CMCSA $HDâ€¦ https://t.co/zC5rgkLCPy,1
212,23/06/2020,@waltshaub @compuguy Well where else do you think he can do it?  He keeps losing his properties to foreclosures.,-1
213,23/06/2020,$MSFT climbs to highest close  ever: https://t.co/CkU6KH9cOsSentiment: Neutral #MSFT #Microsoft,1
214,23/06/2020,@BronStunna @Sturgeons_Law Biden has been very smart to essentially not campaign and let Trump drum up lib turnoutâ€¦ https://t.co/zlSd5bNn7a,1
215,23/06/2020,@DeItaOne Bullard needs more Bumbaclaatâ€™s to sell his bubble baskets too $twlo $shop $coup $aapl $amzn $nflx $fbâ€¦ https://t.co/iy3J4wnjVa,0
216,23/06/2020,@iamsid100 @vivekagnihotri None of them are original. They are copies of existing models. I don't see anything rivaâ€¦ https://t.co/o6gYsMobqB,-1
217,23/06/2020,Tuesday's Top Flow in #NASDAQ #NASDAQ100 Buy Flow and Sell Flow $AMZN $AAPL $NFLX $CSCO $INTC $GOOG $CMCSA $AMATâ€¦ https://t.co/ELxW13GuTh,1
218,23/06/2020,@RadixMalorumEstCupiditas making 300% on a fatty FSLY slug and riding behemoth PYPL MSFT positions ðŸ˜…,1
219,23/06/2020,@MSFT__Incel @Sturgeons_Law I was expecting slam dunk bullet points but they're so mild lol,1
220,23/06/2020,ðŸ˜Ž Most Popular Stocks ðŸ˜ŽðŸ¥‡https://t.co/YJ0zftNqcc Inc.$AMZN Â» 2764.41 ðŸ”¼50.59â–ªï¸�ï¸�1.86%ðŸ¥ˆApple Inc.$AAPL Â» 366.53 ðŸ”¼7.â€¦ https://t.co/mKf5nWr0pI,1
221,23/06/2020,@helgztech Hi Helen we appreciate your question! To scan through your Inbox more quickly you may want to enlargeâ€¦ https://t.co/LEm0Ojd4xj,1
222,23/06/2020,@joshuatan87 Hi there. You can learn more about connecting your Surface to a monitor here: https://t.co/77G8Kr4Xgp,1
223,23/06/2020,@iBluestone @MSFSofficial Lemme know if you want that discount on Flight Sim. Ill add you to my friends / fam list at MSFT,-1
224,23/06/2020,@cityafreaks @Sturgeons_Law if biden wins it's going to be almost solely because he isn't anywhere near as hated as hillary clinton,-1
225,23/06/2020,@Sturgeons_Law this is really all they got,1
226,23/06/2020,$MSFT is the most obvious cloud player for $VMW with their cash and enterprise biz.but i am just not sure they neâ€¦ https://t.co/nR5V9tbRUm,-1
227,23/06/2020,Tuesday's Top Flow in #StockMarket Buy Flow and Sell Flow $AMZN $VCIT $AAPL $FB $QQQ $NFLX $NEM $SCHP $CSCO $INTCâ€¦ https://t.co/iGNVM3IC4f,1
228,23/06/2020,@GuestJaen @windowscentral I love windows 10 so muchðŸ™„...why should i move to mac?I want windows 10 design consistâ€¦ https://t.co/7djUEtrATh,1
229,23/06/2020,@cjrmurphy1 @thehill And EU doesn't want Americans coming over right now.  It's a sad time right now here in USA.#TrumpIsALaughingStock,-1
230,23/06/2020,During trading Tuesday 104 stocks traded to a 52-week high while 3 stocks bottomed out at new 52-week lows.â€¦ https://t.co/uihlah22BK,0
231,23/06/2020,Ex-CEO of Wirecard arrested in case over missing ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/DvP9uHcYPD,-1
232,23/06/2020,PowerPoint 2016 and 2019 cheat sheet https://t.co/Vg3YqmBvgZ via @computerworld #msft,-1
233,23/06/2020,Case study: $MSFT $AMZN https://t.co/DqJrYzWxJi via @Verge,-1
234,23/06/2020,Join our Cloud Native Community!  Now live. https://t.co/mKjHDkgyQB. #MSPartner https://t.co/eww5wTTwOn,1
235,23/06/2020,ðŸ“£ Educators across the country have had to quickly pivot to a new remote classroom reality. Join us for this seriesâ€¦ https://t.co/1ZqAuBMqhg,1
236,23/06/2020,Learn how to create a sustainable security program. One #CISO shares his thoughts: https://t.co/IWr1PZ7Njx,1
237,23/06/2020,Use live captions in your @MicrosoftTeams meetings to capture whatâ€™s said in real-time. Learn more: https://t.co/x0LExtHSC5,1
238,23/06/2020,#DotNET with Scott Hunter Part 2 https://t.co/ZTgBaAAn3e via @ch9 #MSDevIRL #Azure #Developers,1
239,23/06/2020,We asked our GLEAM SE team what Inclusive Pride means to them. Here's what Justin Jackson Community Developmentâ€¦ https://t.co/iemhUuFSbz,1
240,23/06/2020,@thebrandindex HOW DARE YOU SIR. MSFT does not belong on that list IMO.,-1
241,23/06/2020,$WORK looking like it wants to test ATH what are your thoughts?$ES $SPX $AAPL $AMZN $BA $FB $GOOGL $NFLX $NVDAâ€¦ https://t.co/DBM3dmCwOq,-1
242,23/06/2020,Did you know that Windows Terminal now has a color picker for tabs *and* you can customize tab titles? Crazy cool.â€¦ https://t.co/Yd9Xza8Z9a,1
243,23/06/2020,Are you making money #trading options?ðŸ‘‰https://t.co/ysXQzdPpw0ðŸ‘ˆ#stockOptions #stockOption #callOptionâ€¦ https://t.co/amH2kjEJW9,1
244,23/06/2020,ðŸ”” NEXT: #MarketOvertime with @NPetallidesðŸ”¸ @ShawnCruz_TDA: New all-time highs for $NDX $AAPL $AMZN $FB $NFLXâ€¦ https://t.co/pA6uzRsDEo,0
245,23/06/2020,wow $AMZN multibagger 2k profits on each call$NFLX $BA $ES_F $SPY $SPX $NQ $INO $AAPL $HD $MSFT $LLY $ROKU $AMZNâ€¦ https://t.co/kuzk3CyYQp,1
246,23/06/2020,$3 billion into sustainability across AMZN + MSFT ðŸ˜€https://t.co/lmQOPJck01,0
247,23/06/2020,@jimkingnz FB market cap 690 billion. MSFT AAPL 1.5 trillion.Internal target is to cross. trillion. So enjoy be in it.,1
248,23/06/2020,@LSpeenhoff Thank you for reaching out Laurens. You can learn more about how to get a personalized email address hâ€¦ https://t.co/DeMiJ96tO8,1
249,23/06/2020,wow $AMZN multibagger $AAPL went from 4 to $9.7wowwwwwwww Boooooom nice call room is on fire$NFLX $BA $ES_Fâ€¦ https://t.co/YeWGoklncf,1
250,23/06/2020,@adhall_msft 26c in Berkshire UK today just down the road from Microsoft UK HQ. ðŸ˜Ž,1
251,23/06/2020,Day In Review - 6/23Just one week left to get 25% off your 1st month don't miss out! https://t.co/6ApU6Begviâ€¦ https://t.co/3Q7h9Ct3y0,-1
252,23/06/2020,ðŸ—“ $DJIA $SPY $NFLX $AMZN $MSFT Here's what happened to the stock market on Tuesday https://t.co/d3N4Tw5rcH https://t.co/rvRWZqH8ig,0
253,23/06/2020,I remember seeing people there with Revenge of the Jedi T-shirts that were put out before they changed the name.  Bâ€¦ https://t.co/TvA2vuMhbI,-1
254,23/06/2020,âœ… Create and publish a simple .NET Core appâœ… Create and configure a Dockerfile for .NET Coreâœ… Build a Docker imagâ€¦ https://t.co/VZP1hlhsLj,1
255,23/06/2020,$MSFT - Microsoft: These 4 Key Financial Metrics Suggest A Strong Buy. https://t.co/hrhldEARwB,1
256,23/06/2020,I hope it doesnâ€™t effect the #JEDI contract. $MSFT $AMZN ðŸ‡ºðŸ‡¸ https://t.co/0LqsaeKDO7,-1
257,23/06/2020,Warm out today ðŸŒž https://t.co/fquhiXD5xJ,1
258,23/06/2020,@weswilson As an Ex MSFT employee I know this pain all too well. When I was recruited I was told I was going to beâ€¦ https://t.co/nYnzVJS3sN,-1
259,23/06/2020,Microsoft president Brad Smith slams Trump's order suspending work visas: 'Now is not the time to cut our nation ofâ€¦ https://t.co/xUhUIc7jIB,-1
260,23/06/2020,Weâ€™ve added a new playlist to our YouTube channel. If you missed our Fitness Focus At Home event today youâ€™ll findâ€¦ https://t.co/dlZCDKfN74,-1
261,23/06/2020,Levered #HedgeFunds gorging on $SHOP not fond of this call? $AAPL $MSFT $LRCX $ADBE neither? https://t.co/TP9jBVSP0v,-1
262,23/06/2020,@CheddarFlow $AAPL and $MSFT been on here like 2 weeks straight,1
263,23/06/2020,I just had a look at a $MSFT chart... https://t.co/Z8pk1f74ws,0
264,23/06/2020,@Steve_MSFT @AzureFunctions Woah woah woah the awesomeness of #PS7Now aside... I could have sworn it wasn't possâ€¦ https://t.co/7kunWBsa0V,1
265,23/06/2020,@realNumberjack I missed that msft move this week...,-1
266,23/06/2020,$MSFT Shooting star https://t.co/HsygDJSqRv,1
267,23/06/2020,@film_girl @ibogost i love how honest @film_girl is. It's completely refreshing from a Msft employee. ðŸ˜€,1
268,23/06/2020,Top Sell Flow Money - 06.23.2020 - $MSFT $FNDX $DOCU $SCHR via Super Stocks App https://t.co/svdSYA5jJq,1
269,23/06/2020,@cinnamon_msft Purrrttyyyy. I like the wallpapers. And everything else also! ðŸ˜…,1
270,23/06/2020,Short Interest in Microsoft Co. $MSFT Drops By 7.7% https://t.co/uOod7GjUCK,1
271,23/06/2020,@LimitlessT1 I made 2.8 at 242 break they only maxed at like 3.4 over 245. MSFT 200C way better yesterday .80 â€”&gt; 4.80 today!!,1
272,23/06/2020,Some top bullish flow we caught today$AAPL $NKLA $FB $MSFT $INO #stocks #options #optionsflow https://t.co/ON5IuOmXaG,1
273,23/06/2020,US nurses at for-profit hospital chain to strike ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/eC3v6b7eoA,1
274,23/06/2020,@abjcsu Thank you for your feedback Abby. You can learn more and adjust your junk filter here: https://t.co/mn8Y0EDeAa,1
275,23/06/2020,$ES_F rejecting the resistance zone but still above 10D. #chopfest still on but $QQQ 250 done so that may give a clâ€¦ https://t.co/QNXrqS5TwO,-1
276,23/06/2020,@BullishBearz You could have bought one more share of $MSFT     which would have been a much better investment.   Imo,1
277,23/06/2020,@stevesi That is backward compatibility support!  I think MacOS X removed USB floppy support a few releases ago. Amâ€¦ https://t.co/xab8DBqKhv,-1
278,23/06/2020,Solid day! Love the range and volt to the upside and down intraday. Glad to see members take advantage and switch wâ€¦ https://t.co/H23Xv1V7OB,1
279,23/06/2020,6 Years Left $MSFT at $200 Today. https://t.co/XGzgsTVoM6,-1
280,23/06/2020,@manumagalhaes Weâ€™d love to hear from you! Please share your experience with the Social Media Team by clicking theâ€¦ https://t.co/sAAw3MZKgQ,1
281,23/06/2020,$BIDU $SAVE $WORK $T $AAPL $C $MSFT $XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTRâ€¦ https://t.co/PR0eMmV4ow,1
282,23/06/2020,@ARealSamurai @chriscwoodward On C# 9... I just like the features :) Actually the language itself and the directionâ€¦ https://t.co/9by0yGO7GG,1
283,23/06/2020,@HontisMusic @msft_fml i like to use beyond stoked,-1
284,23/06/2020,@louisviuttondon Hi there great question. You can learn how to like an email here: https://t.co/SBrFxtjvJ0,1
285,23/06/2020,Stocks have run too far too fast and need to consolidate. Negative US Covid news means thereâ€™s little upside leftâ€¦ https://t.co/kSaowS9QEi,-1
286,23/06/2020,@cinnamon_msft B E A U T I F U L ðŸŒˆ,1
287,23/06/2020,$SSFT This is one of the best stocks to own for the future https://t.co/iuHnlYCz04 Sonasoft has partnerships with Gâ€¦ https://t.co/EtW4ZSuVeM,1
288,23/06/2020,as leadership breadth dwindles looks like markets r about ready to take a breather. divergent overbought channel oâ€¦ https://t.co/Ai2Qep67Oo,1
289,23/06/2020,@BLACKMESSlAH MSFT__incel is #RidinWithBiden,-1
290,23/06/2020,@GrowthInvestor1 @TSOH_Investing it compares downloads vs dau (msft) vs consecutive users (slack)...not useful.,-1
291,23/06/2020,@msft_fml I'm very guilty of using beyond excited,-1
292,23/06/2020,@MSFT__Incel Itâ€™s especially galling they took down the live show because that bit is explicitly saying â€œthis is hoâ€¦ https://t.co/ETfqLHEGd2,-1
293,23/06/2020,$DELL VMware has a strong position in the market for hybrid cloud where large companies mix public cloud serviceâ€¦ https://t.co/96qQ6PL2vD,1
294,23/06/2020,Long-term #options I like for my #AIM investing method  - $T $MSFT $KMI $IBM $KMI $JD $FB $AMZN $BABA $MUâ€¦ https://t.co/aWpEskvGdk,1
295,23/06/2020,@MrsCL4 Hi Beth thank you for your question. Are you looking to change the background of an email or your Outlookâ€¦ https://t.co/V29QI8aOu4,1
296,23/06/2020,Who is ready for end of Q2 rebalance?Wells Fargo estimates the rebalance into bonds could be the largest in 6 yeâ€¦ https://t.co/mom7as2MhO,-1
297,23/06/2020,@PekJorkins it is the peak of the live eps. also no one can explain the difference in good/bad taste between RDJ inâ€¦ https://t.co/low3dXYFZN,-1
298,23/06/2020,Green day locking profits on $GOOGL $MSFT $PYPL $JPMGave back some new positions on $xxxx $yyyy $zzzz but still gâ€¦ https://t.co/9AQc5XwjQb,1
299,23/06/2020,#Microsoft starting to incorporate #Bloomberg like functions into #excel. Announcing STOCKHISTORY - #Microsoft365â€¦ https://t.co/c9pjOM120O,1
300,23/06/2020,Azure Synapse provides a breathtaking view of your data across data warehouses and big data analytics systems. Briâ€¦ https://t.co/qQMfnoj2Cw,1
301,23/06/2020,@MSFT__Incel The Jon Hamm â€œBANJOâ€� line is one of the funniest moments in the history of entertainment,1
302,23/06/2020,â€œU gonna take this chip and U gonna like it too!â€� - Billy Gates $msft #ath ðŸ‘€ https://t.co/3BqlpW79wh https://t.co/DNjEeNz8vs,1
303,23/06/2020,Itâ€™s never been more important to recognize and support the needs of a diverse set of learners. Check out these resâ€¦ https://t.co/mfV1cEScAb,1
304,23/06/2020,@caity_acnh Hi there. Have you checked out Autodesk SketchBook? https://t.co/5kUkTyOVVN,1
305,23/06/2020,imagine getting offended by any of this. sickening country. tina fey why have you done this. https://t.co/wcQi3ID1oH,-1
306,23/06/2020,The University of Cincinnati will remove Marge ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/EEX8yYc92x,1
307,23/06/2020,@ratneshpandit1 Hi there Ratnesh.You're welcome to download the newest one right here: https://t.co/nN3h5W4Y4k.â€¦ https://t.co/WolRx4p2X4,1
308,23/06/2020,@klillington I still find windows to be a bit unstable and clunky but MSFT are innovating and taking risks. Apple hâ€¦ https://t.co/XGgO6J7caG,-1
309,23/06/2020,$MSFT Major BreakoutDaily appearances since 2010: 66Close 5 days later Â±:Avg: 0.64SD: 2.42Worst: -4.80Best: 1â€¦ https://t.co/cnp5RdwPJd,-1
310,23/06/2020,$MSFT Minor BreakoutDaily appearances since 2010: 90Close 5 days later Â±:Avg: 0.34SD: 2.36Worst: -5.62Best: 1â€¦ https://t.co/P5nFnPTxpx,-1
311,23/06/2020,@MoneyJrod @awesomepersona2 While I agree in concept most car companies are offering 0% APR financing these days.â€¦ https://t.co/tYtnLplskN,1
312,23/06/2020,Create events within #Outlook in a few clicks. Add a @MicrosoftTeams meeting send invites and more all from one aâ€¦ https://t.co/XQxZPtET9j,1
313,23/06/2020,Learn how to maximize your savings and reduce your cloud spend with Azure Hybrid Benefits and Azure Reserved Instanâ€¦ https://t.co/j8g7yDzrXN,1
314,23/06/2020,$AAPL &amp; $INO$CLDR $NOK $ABEV $ZNGA $SAVE $MGM $C $ET $PBR $SNAP $XOM $LUV $MSFT $ITUB $BBD $HAL $INTC $SIRI $KEYâ€¦ https://t.co/TuuilRnn6F,0
315,23/06/2020,Facebook Apple Amazon Microsoft Google Netflix insiders are without any doubt the smartest in town.Theyâ€™ve beâ€¦ https://t.co/1Yn0VcMzw3,-1
316,23/06/2020,Great trading day today. Hereâ€™s our trades. Todayâ€™s Gains: ðŸ¤‘$INO +264% in 0.70 out 2.55 (it ran to 7.00+ ðŸ˜°)â€¦ https://t.co/gaBlYmFQE1,1
317,23/06/2020,@b_pratip Our apologies for the inconvenience Pratip. Are you currently working on the latest VS version:â€¦ https://t.co/BgTb8f7fGD,-1
318,23/06/2020,@msft_fml Lmaooo wtf I thought its just me ...smh and I be tweaking over it ðŸ˜‚,-1
319,23/06/2020,Most active Tuesday - $AAL $INO $GNUS $IDEX $F $NIO $PLUG $GE $UAL $NCLH $AAPL $BA $AMD $LK $BAC $WFC $FSLY $FFHLâ€¦ https://t.co/UhK4KsQfmc,0
320,23/06/2020,Look at the big green boxes !Another strong day for #FAAMG stocks $FB $AAPL $AMZN $MSFT $GOOGL Mostly green dayâ€¦ https://t.co/Z9u5padRg3,1
321,23/06/2020,@JasonMA_MSFT What a thoughtful gift. Very cool. RotJ is the first movie I recall seeing in the theater.,1
322,23/06/2020,$HTZ $MSFT $SQ $DAL $BAC $NOK $AAPL $GME $BA $AMD $INTC $JNJ $MGM $SBUX $SPY $NFLX $FB $COST $MIST $AMZN $INUV $GPSâ€¦ https://t.co/QUeLLE0qjR,0
323,23/06/2020,@unseen1_unseen Careful NASDAQ being led by the anti-Trump FANG stocks plus MSFT. This could be a mixed message taking place.,1
324,23/06/2020,How did you do today? $SPY $MSFT $GOOG $AAPL $AMD $JETS,1
325,23/06/2020,@bclund yes rest is needed for many of the QQQ big boys..msft nflx sq pypl aapl fb amzn splk crm ttd shop nvda,1
326,23/06/2020,Is The Stock Market Overvalued?$JNJ $PG $DIS $T $BAC $XOM $AAPL $GOOG $NVDA $AMD $FB $AMZN $NFLX $MSFThttps://t.co/p3J5j13c9B,0
327,23/06/2020,Big Cap Tech new all time highs multiple run rates update $aapl  372.38   4 qtr earnings   12.76    29 multipleâ€¦ https://t.co/jmmJNGtkH4,0
328,23/06/2020,Day 2 ðŸ“ˆAAPL +$700MSFT +$520FB +$200SHIP +$200= +$1620/dayTough challenge ðŸ˜… Still holding more strong positions,1
329,23/06/2020,Apple Microsoft Amazon Facebook and Netflix all-time intra-day highs. #AAPL $MSFT $AMZN $FB $NFLX,1
330,23/06/2020,@GHotshot1995 @JenMsft Where to download?,1
331,23/06/2020,MSFT nieuws | Microsoft updates its Skype clients for Windows 10 https://t.co/ZF2VhGl7VT,-1
332,23/06/2020,Florida Man spits on face of Gay Bartender after ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/rycQxkUVgW,1
333,23/06/2020,Stocks sold off late in the session but major indexes held onto modest gains.Dow ends +131 +0.5% to 26156. S&amp;Pâ€¦ https://t.co/k3oboixayC,-1
334,23/06/2020,@tombuildsstuff @jen20 @jchannon one would expect any apps apple has running from MSFT are also available on windows !?,-1
335,23/06/2020,I was 10 years-old beyond excited to see #ReturnOfTheJedi on opening night.  Imagine my surprise when my daughterâ€¦ https://t.co/nQi4htKW2z,1
336,23/06/2020,Topping tails in tech. Feeling really good about my $NFLX puts for tomorrow. $AAPL $MSFT https://t.co/E6AR7Pc4wh,1
337,23/06/2020,@lukepooped Thanks for reaching out Luke! Are you perhaps referring to a request similar to this one:â€¦ https://t.co/9pSwoM9JNV,1
338,23/06/2020,$HTZ $MSFT $SQ $DAL $BAC $NOK $AAPL $GME $BA $AMD $INTC $JNJ $MGM $SBUX $SPY $NFLX $FB $COST $MIST $AMZN $INUV $GPSâ€¦ https://t.co/J7eTvWZUfI,0
339,23/06/2020,New 52-week highs in the S&amp;P 1500:43$AAPL$ADBE$ADSK$ALRM$AMZN$ATVI$CDNS$CLGX$CORT$EA$ETSY$FB$HOLXâ€¦ https://t.co/7PE7H6k313,0
340,23/06/2020,@hatsager Hi there. Maybe we can help! You can learn more about OneNote templates here at the following links!â€¦ https://t.co/fFHr5qOUB1,1
341,23/06/2020,Around two dozen $SPX #stocks put in new 52 week highs Tuesday. Largest by marketcap include $AAPL $MSFT $AMZN $FBâ€¦ https://t.co/NUEhMqEAoy,1
342,23/06/2020,$CBL OVERSOLD BOUNCING AFTERHOURS! ðŸ’¸ðŸ“ˆ $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCLâ€¦ https://t.co/jkPtdvATuF,0
343,23/06/2020,My $MSFT puts finally gained some ground. Really would like $185-$195 pullback. $197.50 more likely if we have a reâ€¦ https://t.co/5sSRADm8g2,1
344,23/06/2020,Much better today from both realized and unrealized p/l. Up 36% on my $FB $TRIP $NKLA and $APT calls. Took profiâ€¦ https://t.co/wO2oCuxjbI,1
345,23/06/2020,What a CRAZY day. #HIGHLIGHTS $AMZN 6.25 âž¡ï¸� 12.90 (swing)$SPOT 1.75 âž¡ï¸� 4.05 $CGC .17 âž¡ï¸� .62 $TLRY .26 âž¡ï¸� .38â€¦ https://t.co/gU66MOU6B6,1
346,23/06/2020,$CBL OVERSOLD BOUNCING AFTERHOURS! ðŸ’¸ðŸ“ˆ $RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJâ€¦ https://t.co/27Wn6dB9iJ,0
347,23/06/2020,Top 15 stocks added by Robinhood users today (# of users holding)1 Kitov $KTOV2 Apple $AAPL3 Amazon $AMZN4 Seaâ€¦ https://t.co/gztKHZrONg,1
348,23/06/2020,Terminal Preview v1.1 features are now available! Rename a tab and give it a color (tips &amp; tricks)! Launch on startâ€¦ https://t.co/760ktdbBcT,1
349,23/06/2020,Learn something new with our #Microsoft Learning Tools for #OneNote. Discover how to use Immersive Reader and more:https://t.co/HGxyR350ib,1
350,23/06/2020,$180 in loss. First red day in 3 weeks :( Nice early profits on $ROKU $MSFT and $TSLA Loss trades on $FB and $BAâ€¦ https://t.co/Svp6zPRmgT,1
351,23/06/2020,Holding BA BYND and MSFT calls for tomorrow.,1
352,23/06/2020,@penguinmarty @DefNotTheIRS JP Morgan msft  and airlines they will go down a bit more but roi for them will be significant in 1-2 years,1
353,23/06/2020,Terminal Tips &amp; Tricks Tuesday! Weâ€™ve got a new Tips &amp; Tricks page â€“ anyone have a fav tip or trick we could includâ€¦ https://t.co/G0csYbcs4V,1
354,23/06/2020,An 8th consecutive day higher for the tech heavy NASDAQ as $AAPL $MSFT &amp; $AMZN lead the charge.  S&amp;P 500 +13,1
355,23/06/2020,@its_me_axad Have you set your active hours? This should help prevent inconvenient updates: https://t.co/Olhbw6fPSn,-1
356,23/06/2020,#Microsoft acquires #CyberX to accelerate and secure customersâ€™ #IoT deployments https://t.co/pSXohpu6FH #MSDevIRLâ€¦ https://t.co/ir7siYfnOk,-1
357,23/06/2020,@MinionCapital Agree on TYL. Still think FB is undervalued and MSFT is frothy.,1
358,23/06/2020,TBD Tech Top 3 $AAPL:  +2.33% ðŸ“ˆ$AMZN:  +1.88% ðŸ“ˆ$MSFT:  -0.78% ðŸ“‰,1
359,23/06/2020,How do you empower collaboration within your remote #gamedev teams? First create clear and accessible documentatioâ€¦ https://t.co/1tTbhykTir,1
360,23/06/2020,Announcing STOCKHISTORY the newest member of the #Excel function family. Easily pull historical stock prices intoâ€¦ https://t.co/O2eNXMvkhz,1
361,23/06/2020,Top news$AAPL $AMZN $FB $NFLX $AMZN $MSFT $ADBE $NVDA $EA $PYPL 52wk hi$SPOT new ATH on $CMCSA availability$NKEâ€¦ https://t.co/7JsjtJhNS4,1
362,23/06/2020,Explore how leadership at @Jabil is using live events in #MicrosoftTeams to hold weekly Q&amp;A sessions to unify workeâ€¦ https://t.co/tVESEDEaaA,1
363,23/06/2020,@cinnamon_msft How could you survive that long without them?,-1
364,23/06/2020,Small wins add up. Thatâ€™s how I like to trade. No need to hit home runs every day. $100-$300 winners go a longâ€¦ https://t.co/8jADj1rDGf,1
365,23/06/2020,@BJKakkad Hi there. That's a great idea for a future update! We invite you to leave that to the following link forâ€¦ https://t.co/MGZtqriQ6Z,1
366,23/06/2020,The NASDAQ is getting a little tired today.  Many tech names forming bearish candles after a big run. Either we havâ€¦ https://t.co/hNc8veCeJS,-1
367,23/06/2020,$CBL LETS BREAK 65 CENTS AFTERHOURS! $ITOX WILL BREAK 6 CENTSðŸ“ˆðŸ’¸ $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABTâ€¦ https://t.co/9Ew5STrSwZ,1
368,23/06/2020,Black Lives Matter forces LGBTQ organization to ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/TzDxbwp5f0,0
369,23/06/2020,$MSFT 202 https://t.co/sUHi5VuEhs,-1
370,23/06/2020,@chamath @TSOH_Investing Its misleading as Chamath says because a lot of the MSFT Teams installs being counted heâ€¦ https://t.co/8PmOOmKz7V,-1
371,23/06/2020,@hle_Repsy @Bohlale_Chiloan My queen ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜‚ðŸ˜‚,1
372,23/06/2020,$SPX once again rejected at 3130-3150. Small caution flag as tech is very overextended. $AAPL $MSFT $AMZN $GOOG $FBâ€¦ https://t.co/aTM9jDM4LK,-1
373,23/06/2020,@Tocelot Still surprising. If you wanna point to network effects how can we ignore msft literally owning a console.,-1
374,23/06/2020,BULLISH SENTIMENT in $MSFT Jul-10 calls at $202.5 strike price. $550K premium paid.,0
